股票代码,最新时间,当前价格,趋势代码,趋势名称,key_high,key_low,n_low,n_high,rally_high,rally_low,secondary_low,secondary_high,break_low,break_high
002023SZ,2026-03-13 15:00:00,11.23,down,下跌趋势,15.84,11.2,13.78,12.61,14.75,11.38,13.81,11.83,13.54,12.91
002011SZ,2026-03-13 15:00:00,13.33,down_secondary,次级回升,15.55,12.11,13.94,13.68,15.05,12.12,14.14,13.62,13.53,13.88
002015SZ,2026-03-13 15:00:00,22.28,up,上升趋势,22.99,9.67,17.39,10.59,19.09,9.85,,10.53,12.84,10.9
002009SZ,2026-03-13 15:00:00,25.95,down,下跌趋势,35.2,25.86,32.97,28.98,35.07,26.2,32.97,27.14,32.0,27.77
002014SZ,2026-03-13 15:00:00,12.18,up_rally,回升,12.88,10.58,11.49,12.31,12.32,11.04,,12.3,11.01,12.65
002022SZ,2026-03-13 15:00:00,5.97,up_rally,回升,7.54,5.88,5.63,6.45,6.07,6.06,,6.58,5.96,6.7
002028SZ,2026-03-13 15:00:00,211.4,up_natural,自然回撤,239.12,178.5,208.52,203.51,231.89,188.0,,203.01,182.5,209.3
002029SZ,2026-03-13 15:00:00,10.3,down,下跌趋势,14.85,10.28,11.65,11.96,12.5,10.61,11.67,11.88,11.31,12.12
002035SZ,2026-03-13 15:00:00,6.27,down,下跌趋势,8.62,5.99,7.42,6.4,8.48,6.01,7.5,6.01,7.21,7.77
002030SZ,2026-03-13 15:00:00,6.19,down_natural,自然回升,8.2,5.85,7.5,6.24,8.0,6.19,7.5,7.01,7.5,7.52
002032SZ,2026-03-13 15:00:00,45.06,down_natural,自然回升,61.6,42.55,45.7,45.36,60.18,42.96,45.73,42.97,44.36,54.78
002031SZ,2026-03-13 15:00:00,7.08,down_natural,自然回升,8.82,6.91,8.0,7.38,8.5,7.32,8.0,7.32,7.77,8.6
002027SZ,2026-03-13 15:00:00,6.87,down,下跌趋势,8.76,6.58,7.38,8.32,8.0,6.99,7.39,7.54,7.16,7.36
002039SZ,2026-03-13 15:00:00,19.03,up_natural,自然回撤,20.08,14.18,18.72,17.33,19.96,14.52,,17.3,16.63,17.75
002040SZ,2026-03-13 15:00:00,10.73,up_break,破碎,13.17,9.66,10.71,10.54,11.78,9.8,10.72,10.5,10.68,10.8
002036SZ,2026-03-13 15:00:00,10.27,down_natural,自然回升,11.85,10.12,10.82,10.81,11.54,10.66,10.82,11.41,10.53,11.66
002034SZ,2026-03-13 15:00:00,18.87,down_natural,自然回升,18.56,15.64,16.95,19.19,17.97,16.37,16.95,16.78,16.45,17.82
002042SZ,2026-03-13 15:00:00,4.55,up,上升趋势,4.8,3.99,,4.49,,4.17,,4.46,4.47,4.55
002037SZ,2026-03-13 15:00:00,8.8,down,下跌趋势,16.68,8.59,15.48,9.44,16.55,8.83,15.53,8.87,15.19,8.37
002044SZ,2026-03-13 15:00:00,6.19,down_rally,回撤,8.88,6.07,8.19,6.54,8.74,6.14,8.19,6.14,8.19,7.89
002038SZ,2026-03-13 15:00:00,6.14,down,下跌趋势,8.74,6.02,7.36,6.72,7.92,6.26,7.37,6.31,7.14,8.3
002033SZ,2026-03-13 15:00:00,9.42,down_secondary,次级回升,10.15,8.35,8.87,10.1,9.55,8.97,8.87,9.58,8.7,10.12
002041SZ,2026-03-13 15:00:00,11.33,up_natural,自然回撤,12.6,9.05,11.2,11.95,12.6,10.24,,11.93,11.0,12.3
002043SZ,2026-03-13 15:00:00,15.81,down,下跌趋势,18.18,15.35,16.16,16.6,17.43,15.56,16.18,15.59,15.7,13.24
002047SZ,2026-03-13 15:00:00,5.83,up,上升趋势,5.97,3.42,4.61,3.7,5.1,3.42,4.11,3.67,3.89,3.8
002048SZ,2026-03-13 15:00:00,29.2,down_rally,回撤,36.49,27.05,31.15,31.17,33.7,29.16,31.21,29.26,30.27,32.8
002049SZ,2026-03-13 15:00:00,73.74,down_secondary,次级回升,86.77,71.85,79.11,92.4,86.0,71.92,79.15,91.99,76.78,94.83
002050SZ,2026-03-13 15:00:00,47.3,down_natural,自然回升,60.77,45.5,49.08,48.97,55.02,39.83,49.15,52.5,47.7,55.0
002051SZ,2026-03-13 15:00:00,9.2,down_secondary,次级回升,10.0,7.2,8.53,9.68,9.4,7.31,8.54,9.45,8.31,8.47
002052SZ,2026-03-13 15:00:00,11.83,down_secondary,次级回升,13.99,11.1,12.21,12.62,13.19,11.23,12.22,12.52,11.86,13.52
002053SZ,2026-03-13 15:00:00,12.64,up_secondary,次级回撤,14.54,12.03,10.97,13.12,13.25,12.09,12.33,13.11,13.3,13.39
002054SZ,2026-03-13 15:00:00,9.34,down_rally,回撤,12.09,9.3,10.82,10.2,12.0,9.32,10.87,9.56,10.82,8.81
002055SZ,2026-03-13 15:00:00,6.15,up_rally,回升,6.65,5.49,6.07,6.29,6.47,5.73,,6.26,7.47,6.47
002056SZ,2026-03-13 15:00:00,25.84,up,上升趋势,25.84,18.42,20.45,21.9,22.77,19.22,,21.87,20.2,22.46
002045SZ,2026-03-13 15:00:00,12.82,down,下跌趋势,19.0,12.61,16.41,16.38,17.7,13.58,16.48,15.98,15.93,14.86
002046SZ,2026-03-13 15:00:00,47.2,up_break,破碎,55.52,26.3,47.87,29.98,54.6,27.87,48.02,29.96,47.08,30.77
002057SZ,2026-03-13 15:00:00,10.88,up_natural,自然回撤,11.85,9.58,10.82,11.48,,10.19,,11.44,9.94,11.77
002059SZ,2026-03-13 15:00:00,5.09,up_break,破碎,5.89,5.2,5.01,5.66,5.51,5.28,5.02,5.62,4.88,5.8
002058SZ,2026-03-13 15:00:00,21.2,down_secondary,次级回升,31.33,19.46,25.2,25.0,26.75,20.62,25.2,22.24,24.5,25.47
002069SZ,2026-03-13 15:00:00,3.81,down_secondary,次级回升,5.23,3.66,4.03,4.15,4.32,3.8,4.04,4.03,3.92,4.68
002068SZ,2026-03-13 15:00:00,10.15,down_natural,自然回升,10.49,8.38,9.47,10.55,10.09,9.05,9.47,9.97,9.19,9.65
002067SZ,2026-03-13 15:00:00,5.31,up_secondary,次级回撤,6.18,4.89,5.17,5.66,5.68,5.19,5.29,5.65,5.17,5.79
002065SZ,2026-03-13 15:00:00,8.83,down_natural,自然回升,12.35,8.62,10.26,9.35,10.99,8.94,10.27,9.87,9.96,10.69
002075SZ,2026-03-13 15:00:00,5.41,up_break,破碎,6.49,5.39,5.4,6.17,5.93,5.51,5.41,6.16,5.36,6.3
002063SZ,2026-03-13 15:00:00,7.25,up_natural,自然回撤,7.66,5.21,7.19,5.92,7.01,5.53,6.29,5.91,6.1,6.08
002062SZ,2026-03-13 15:00:00,8.33,down,下跌趋势,10.99,8.32,9.57,8.98,10.35,8.4,9.58,8.4,9.29,9.86
002066SZ,2026-03-13 15:00:00,19.35,up_rally,回升,22.2,18.41,19.0,21.09,20.34,19.26,19.24,20.91,19.0,21.66
002074SZ,2026-03-13 15:00:00,38.73,down_natural,自然回升,47.58,34.89,40.85,39.66,44.1,35.71,40.9,36.3,39.71,44.45
002073SZ,2026-03-13 15:00:00,7.79,up_secondary,次级回撤,10.46,7.58,6.51,8.19,9.74,7.64,7.47,8.17,8.47,8.41
002060SZ,2026-03-13 15:00:00,4.17,up,上升趋势,4.34,3.23,3.55,3.74,4.19,3.39,3.57,3.72,3.55,3.82
002064SZ,2026-03-13 15:00:00,10.7,down,下跌趋势,13.98,10.67,12.28,12.87,13.9,11.04,12.3,12.0,11.93,12.99
002061SZ,2026-03-13 15:00:00,4.24,up_rally,回升,4.5,3.56,3.9,4.14,4.31,3.82,4.02,4.13,3.9,4.25
002072SZ,2026-03-13 15:00:00,7.41,up_secondary,次级回撤,8.33,6.95,7.07,7.51,8.4,6.97,7.2,7.49,7.07,7.55
002077SZ,2026-03-13 15:00:00,15.82,down_natural,自然回升,20.39,15.2,17.0,16.56,18.68,17.36,17.02,18.54,16.53,19.46
002080SZ,2026-03-13 15:00:00,45.98,down_secondary,次级回升,44.88,37.22,39.97,53.57,43.58,42.0,39.99,47.57,38.81,34.7
002078SZ,2026-03-13 15:00:00,16.3,up_natural,自然回撤,17.68,13.39,16.08,14.52,17.55,13.53,13.8,14.47,13.1,14.95
002079SZ,2026-03-13 15:00:00,10.3,up_rally,回升,12.3,9.07,10.08,11.35,10.77,10.3,,11.34,9.61,11.6
002083SZ,2026-03-13 15:00:00,11.41,down_natural,自然回升,14.75,10.71,13.48,11.91,14.5,11.1,13.5,12.08,13.1,12.29
002076SZ,2026-03-13 15:00:00,2.16,down_natural,自然回升,2.5,1.99,2.1,2.22,2.27,1.99,2.11,2.11,2.05,2.18
002082SZ,2026-03-13 15:00:00,18.51,down_rally,回撤,19.47,16.32,17.5,19.79,19.12,18.1,17.55,18.5,17.0,13.15
002081SZ,2026-03-13 15:00:00,3.64,down_natural,自然回升,3.96,3.45,3.6,3.7,3.84,3.42,3.6,3.78,3.5,3.91
002086SZ,2026-03-13 15:00:00,2.27,down_natural,自然回升,3.28,2.2,2.68,2.35,2.93,2.22,2.7,2.27,2.6,2.87
002090SZ,2026-03-13 15:00:00,12.19,down_rally,回撤,13.6,11.54,12.54,12.99,13.4,12.17,12.55,12.21,12.2,12.65
002091SZ,2026-03-13 15:00:00,9.48,down_break,破碎,11.1,8.49,8.78,9.59,9.39,8.53,8.79,9.58,8.53,9.62
002085SZ,2026-03-13 15:00:00,15.67,down_secondary,次级回升,19.64,14.7,17.6,18.17,19.1,15.09,17.61,16.97,17.1,18.13
002084SZ,2026-03-13 15:00:00,4.29,up_rally,回升,4.29,3.75,3.7,4.07,4.29,3.8,3.97,4.06,4.65,4.14
002088SZ,2026-03-13 15:00:00,11.2,up_rally,回升,13.93,10.35,10.84,12.86,11.52,11.39,,12.78,11.99,12.87
002093SZ,2026-03-13 15:00:00,10.53,down_natural,自然回升,14.31,10.3,13.45,10.96,14.3,11.23,13.45,12.04,13.11,12.9
002095SZ,2026-03-13 15:00:00,18.02,down_rally,回撤,21.64,17.3,18.66,19.28,19.91,17.94,18.67,18.11,18.12,19.45
002094SZ,2026-03-13 15:00:00,7.1,up_natural,自然回撤,8.99,7.45,7.08,8.08,8.96,7.62,7.91,8.11,9.12,8.3
002097SZ,2026-03-13 15:00:00,10.9,down_natural,自然回升,20.2,10.7,14.98,11.48,16.03,11.17,15.0,11.17,14.55,19.65
002096SZ,2026-03-13 15:00:00,14.08,down_break,破碎,17.06,12.76,15.35,14.25,16.54,13.34,15.35,14.24,14.89,14.64
002099SZ,2026-03-13 15:00:00,7.38,down_natural,自然回升,9.09,7.17,8.18,7.75,8.69,7.48,8.18,8.23,8.0,6.62
002098SZ,2026-03-13 15:00:00,9.48,down,下跌趋势,12.07,9.32,10.73,10.9,11.58,10.13,10.8,10.22,10.42,11.81
002100SZ,2026-03-13 15:00:00,7.68,up,上升趋势,7.84,6.78,,7.56,,6.91,,7.55,6.88,7.78
002102SZ,2026-03-13 15:00:00,3.71,up,上升趋势,3.85,3.22,,3.73,,3.3,,3.65,3.61,3.82
002101SZ,2026-03-13 15:00:00,11.86,down_natural,自然回升,14.86,11.37,12.45,12.11,13.81,11.77,12.46,12.65,12.08,12.92
002104SZ,2026-03-13 15:00:00,17.28,down_natural,自然回升,24.05,16.93,17.52,18.28,19.34,20.1,17.7,22.36,17.0,23.35
002106SZ,2026-03-13 15:00:00,12.64,up,上升趋势,12.93,10.13,11.72,11.11,12.89,10.36,,11.1,10.63,11.43
002092SZ,2026-03-13 15:00:00,8.51,up_natural,自然回撤,8.98,4.44,8.43,5.83,8.68,5.29,6.2,5.82,4.48,5.99
002105SZ,2026-03-13 15:00:00,7.1,down_secondary,次级回升,10.3,6.8,8.8,8.0,9.55,6.83,8.84,7.78,8.54,7.7
002103SZ,2026-03-13 15:00:00,8.85,down,下跌趋势,12.66,8.73,11.15,10.65,12.2,8.8,11.15,10.57,11.15,12.1
002107SZ,2026-03-13 15:00:00,6.66,down,下跌趋势,7.78,6.52,7.15,7.08,7.66,6.64,7.16,6.64,6.95,6.73
002108SZ,2026-03-13 15:00:00,5.08,down_secondary,次级回升,5.65,4.46,5.09,5.47,5.6,4.57,5.1,5.29,5.09,4.11
002109SZ,2026-03-13 15:00:00,5.18,down_break,破碎,5.17,4.2,4.41,5.03,4.76,4.39,4.45,5.0,4.29,5.18
002111SZ,2026-03-13 15:00:00,10.52,up_rally,回升,11.45,8.94,10.31,10.21,11.03,9.28,10.33,10.2,9.41,10.5
002112SZ,2026-03-13 15:00:00,25.24,up_natural,自然回撤,28.55,21.2,24.93,26.0,,24.28,,25.88,22.7,26.37
002122SZ,2026-03-13 15:00:00,3.02,down_secondary,次级回升,4.68,2.72,3.88,3.27,4.57,2.88,3.89,3.08,3.78,3.41
002115SZ,2026-03-13 15:00:00,12.86,down,下跌趋势,16.45,12.82,14.33,14.07,15.49,13.11,14.36,14.06,13.93,14.28
002114SZ,2026-03-13 15:00:00,9.52,down_rally,回撤,11.96,9.15,10.63,10.9,11.5,9.5,10.63,10.35,10.63,11.06
002123SZ,2026-03-13 15:00:00,10.7,down_rally,回撤,14.66,10.65,13.44,11.48,14.5,10.67,13.5,10.79,13.05,13.46
002110SZ,2026-03-13 15:00:00,4.4,up_secondary,次级回撤,5.0,3.94,4.09,4.69,4.79,4.32,4.22,4.68,4.09,4.83
002116SZ,2026-03-13 15:00:00,11.29,up_rally,回升,11.79,8.98,10.03,9.69,11.45,8.98,9.97,9.64,9.71,9.9
002117SZ,2026-03-13 15:00:00,11.02,down_natural,自然回升,14.45,10.78,11.88,11.44,12.99,12.69,11.89,13.73,11.56,13.92
002120SZ,2026-03-13 15:00:00,7.0,down_natural,自然回升,9.06,6.68,7.56,7.1,8.23,6.7,7.57,6.73,7.34,7.36
002119SZ,2026-03-13 15:00:00,21.32,down_rally,回撤,25.81,20.91,22.6,22.65,24.0,20.92,22.6,21.29,22.02,19.86
002121SZ,2026-03-13 15:00:00,9.58,up_natural,自然回撤,10.24,8.21,9.53,9.76,,8.95,,9.73,9.4,10.05
002124SZ,2026-03-13 15:00:00,2.59,down_natural,自然回升,3.55,2.37,3.2,2.69,3.49,2.69,3.21,2.79,3.16,3.25
002130SZ,2026-03-13 15:00:00,25.58,down_natural,自然回升,34.28,24.55,26.2,26.75,28.85,25.06,26.26,25.5,25.45,29.29
002132SZ,2026-03-13 15:00:00,3.99,up_secondary,次级回撤,4.46,3.47,3.31,4.33,4.33,3.55,3.66,4.27,3.56,4.43
002136SZ,2026-03-13 15:00:00,14.55,up_rally,回升,15.07,11.0,13.44,11.96,14.85,11.12,12.21,11.95,15.3,12.3
002134SZ,2026-03-13 15:00:00,21.28,down,下跌趋势,28.57,21.0,24.66,23.0,26.22,21.34,24.66,21.6,23.95,25.52
002126SZ,2026-03-13 15:00:00,45.97,down,下跌趋势,55.83,45.8,51.77,55.5,55.38,50.01,52.01,52.15,50.48,35.9
002137SZ,2026-03-13 15:00:00,8.86,up_rally,回升,10.5,7.83,8.31,8.38,9.32,7.84,,8.58,8.41,8.76
002131SZ,2026-03-13 15:00:00,7.73,up_secondary,次级回撤,10.4,4.76,7.59,5.52,10.32,4.87,7.65,5.45,5.9,5.64
002135SZ,2026-03-13 15:00:00,7.33,up,上升趋势,7.55,3.73,6.38,4.53,7.25,4.05,5.12,4.52,4.12,4.61
002133SZ,2026-03-13 15:00:00,3.71,up_rally,回升,3.99,3.05,3.56,3.29,3.82,3.07,3.34,3.28,3.38,3.34
002138SZ,2026-03-13 15:00:00,38.28,up_secondary,次级回撤,44.44,33.05,37.01,40.82,41.42,36.7,37.81,40.3,35.54,42.5
002128SZ,2026-03-13 15:00:00,33.61,up,上升趋势,35.08,26.62,31.75,29.49,34.41,27.51,,29.48,27.75,30.35
002127SZ,2026-03-13 15:00:00,3.01,down,下跌趋势,5.35,2.95,3.78,3.8,4.09,3.12,3.79,3.44,3.67,3.72
002125SZ,2026-03-13 15:00:00,15.1,down_break,破碎,15.68,13.16,14.49,15.31,15.43,14.19,14.49,15.29,14.14,15.75
002129SZ,2026-03-13 15:00:00,10.16,up_rally,回升,11.86,8.06,9.52,9.1,10.38,8.32,10.26,9.07,7.11,9.35
002141SZ,2026-03-13 15:00:00,4.08,down_natural,自然回升,4.57,3.77,3.99,4.15,4.38,3.88,4.0,4.4,3.88,4.46
002140SZ,2026-03-13 15:00:00,14.2,up,上升趋势,14.91,10.69,13.5,13.08,14.6,11.65,,13.07,11.69,13.35
002144SZ,2026-03-13 15:00:00,15.85,up_secondary,次级回撤,17.78,12.01,15.65,15.39,17.14,14.05,15.8,15.35,13.2,15.84
002149SZ,2026-03-13 15:00:00,43.53,down,下跌趋势,57.98,43.22,50.55,51.0,56.96,46.8,50.64,50.95,49.12,51.45
002152SZ,2026-03-13 15:00:00,12.92,down_secondary,次级回升,15.08,11.9,13.05,14.4,14.75,12.52,13.06,13.5,12.67,13.5
002146SZ,2026-03-13 15:00:00,1.56,down,下跌趋势,1.97,1.51,1.79,1.73,1.94,1.55,1.8,1.62,1.74,1.86
002153SZ,2026-03-13 15:00:00,10.84,down_natural,自然回升,16.78,10.76,15.58,11.48,16.57,12.14,15.58,13.25,15.58,13.86
002148SZ,2026-03-13 15:00:00,8.01,down_natural,自然回升,14.39,7.78,12.05,8.43,13.11,8.13,12.09,8.92,11.69,12.57
002155SZ,2026-03-13 15:00:00,32.98,down,下跌趋势,43.67,32.86,36.72,37.66,40.14,35.33,36.73,35.37,35.83,19.91
002154SZ,2026-03-13 15:00:00,3.88,down,下跌趋势,5.02,3.81,4.4,4.15,4.72,3.82,4.41,3.9,4.27,4.5
002150SZ,2026-03-13 15:00:00,33.53,up,上升趋势,34.98,23.08,,29.88,,26.0,,29.68,23.6,31.33
002145SZ,2026-03-13 15:00:00,5.46,up_rally,回升,5.79,4.63,5.18,5.17,5.7,4.81,,5.15,5.36,5.32
002156SZ,2026-03-13 15:00:00,45.86,down_rally,回撤,59.2,44.5,53.68,48.66,57.34,45.36,53.68,45.68,52.08,52.98
002151SZ,2026-03-13 15:00:00,45.7,down_break,破碎,66.9,40.61,54.19,46.0,60.22,41.95,54.21,45.19,54.19,48.24
002142SZ,2026-03-13 15:00:00,31.15,up_natural,自然回撤,32.92,25.91,30.77,30.22,,27.55,,30.1,26.79,31.1
002139SZ,2026-03-13 15:00:00,12.8,up_secondary,次级回撤,18.56,11.89,10.68,15.65,16.95,14.41,12.28,15.78,12.72,16.07
002157SZ,2026-03-13 15:00:00,3.34,down_natural,自然回升,3.93,3.08,3.38,3.54,3.65,3.15,3.4,3.25,3.28,3.12
002163SZ,2026-03-13 15:00:00,13.6,down_rally,回撤,18.92,12.66,15.5,25.03,17.15,13.57,15.55,16.5,15.08,14.65
002165SZ,2026-03-13 15:00:00,12.76,down_break,破碎,14.99,10.84,13.75,12.59,14.75,11.51,13.76,12.5,13.4,12.76
002164SZ,2026-03-13 15:00:00,12.76,down_natural,自然回升,18.58,12.57,14.86,13.43,17.01,13.48,14.87,13.7,14.46,13.86
002166SZ,2026-03-13 15:00:00,9.4,up_rally,回升,9.97,8.38,8.57,9.42,9.56,8.82,8.82,9.37,8.57,9.55
002158SZ,2026-03-13 15:00:00,24.33,down_natural,自然回升,28.28,23.0,26.12,25.11,28.1,22.67,26.19,25.4,25.39,26.17
002159SZ,2026-03-13 15:00:00,20.31,up_natural,自然回撤,21.62,13.13,20.17,16.48,20.6,14.35,18.63,16.47,18.27,16.95
002160SZ,2026-03-13 15:00:00,5.59,down_rally,回撤,7.45,5.42,6.8,6.16,7.45,5.56,6.8,5.95,6.8,5.7
002161SZ,2026-03-13 15:00:00,7.97,up_rally,回升,9.36,6.84,7.6,8.39,8.44,7.85,,8.38,7.36,8.56
002162SZ,2026-03-13 15:00:00,4.98,up_natural,自然回撤,6.45,4.37,4.91,4.88,5.92,4.61,5.2,4.96,4.86,5.0
000995SZ,2026-03-13 15:00:00,15.49,down_natural,自然回升,21.2,14.7,19.4,16.04,21.07,15.37,19.52,15.38,18.85,13.5
001206SZ,2026-03-13 15:00:00,22.34,down_natural,自然回升,34.87,22.0,31.72,23.33,33.77,28.62,31.72,29.94,30.77,34.1
001202SZ,2026-03-13 15:00:00,17.73,up_secondary,次级回撤,24.38,14.8,17.2,18.18,18.48,16.35,17.23,17.71,14.57,18.58
001207SZ,2026-03-13 15:00:00,30.94,up_natural,自然回撤,34.33,22.03,30.65,24.98,28.82,22.06,26.28,24.96,25.9,25.72
001208SZ,2026-03-13 15:00:00,20.88,down_rally,回撤,31.9,20.09,25.71,23.33,29.27,20.84,26.01,21.9,25.01,25.1
001213SZ,2026-03-13 15:00:00,4.32,up_rally,回升,4.82,3.57,4.02,4.29,4.35,3.93,4.07,4.28,3.74,4.41
001212SZ,2026-03-13 15:00:00,54.24,up_natural,自然回撤,58.25,47.31,54.0,56.3,,52.0,,56.0,48.73,57.92
001210SZ,2026-03-13 15:00:00,22.93,up_rally,回升,25.28,15.91,22.05,18.27,23.57,17.1,22.2,18.3,22.05,18.79
001211SZ,2026-03-13 15:00:00,28.72,up_secondary,次级回撤,34.0,22.29,24.62,26.98,30.86,24.43,26.66,26.95,25.3,27.74
001217SZ,2026-03-13 15:00:00,13.41,down_rally,回撤,16.65,12.73,15.32,14.24,16.49,13.32,15.38,13.38,15.01,13.87
001216SZ,2026-03-13 15:00:00,20.51,up_natural,自然回撤,22.59,16.33,20.32,20.26,21.44,17.22,,20.1,19.76,20.66
001201SZ,2026-03-13 15:00:00,14.99,down_natural,自然回升,18.57,14.28,16.3,15.38,17.44,14.41,16.31,14.58,15.84,16.0
001203SZ,2026-03-13 15:00:00,39.5,up_rally,回升,43.82,27.46,34.1,29.88,41.5,27.53,34.88,29.8,34.1,30.77
001205SZ,2026-03-13 15:00:00,15.49,up_secondary,次级回撤,19.61,16.35,14.3,18.57,18.83,17.4,15.47,18.58,21.26,18.85
001209SZ,2026-03-13 15:00:00,20.55,down,下跌趋势,34.99,20.4,29.28,30.92,32.5,26.6,29.29,29.99,29.27,26.36
001215SZ,2026-03-13 15:00:00,35.48,down,下跌趋势,48.98,35.33,38.77,37.8,41.82,35.3,38.82,37.64,37.62,38.84
001218SZ,2026-03-13 15:00:00,26.2,up_rally,回升,27.58,13.76,24.52,18.24,26.8,17.06,21.94,18.19,21.56,18.69
001222SZ,2026-03-13 15:00:00,20.78,down,下跌趋势,25.5,20.28,23.21,21.58,24.82,20.28,23.22,20.28,22.56,27.54
001219SZ,2026-03-13 15:00:00,14.93,up_rally,回升,16.16,12.41,14.18,13.82,15.24,12.5,14.33,13.8,14.18,14.23
001221SZ,2026-03-13 15:00:00,65.23,down_natural,自然回升,71.18,63.0,66.7,67.81,70.98,65.11,66.7,75.1,64.75,78.08
001233SZ,2026-03-13 15:00:00,68.89,down_rally,回撤,90.28,65.49,83.0,73.67,89.98,68.58,83.1,69.2,80.6,
001230SZ,2026-03-13 15:00:00,24.86,up_natural,自然回撤,28.2,20.57,24.78,24.49,,22.82,,24.47,21.04,25.2
001223SZ,2026-03-13 15:00:00,52.44,up_break,破碎,63.5,45.67,52.38,58.9,55.65,54.81,52.38,58.8,52.22,60.47
001227SZ,2026-03-13 15:00:00,2.36,down,下跌趋势,2.77,2.27,2.35,2.67,2.5,2.48,2.35,2.66,2.28,2.75
001225SZ,2026-03-13 15:00:00,53.97,up_break,破碎,88.6,72.06,54.04,80.0,58.86,74.48,54.08,79.98,53.7,81.57
001234SZ,2026-03-13 15:00:00,28.29,down_rally,回撤,32.6,26.39,29.73,30.6,32.08,28.2,29.8,28.71,29.0,30.81
001229SZ,2026-03-13 15:00:00,38.58,down_secondary,次级回升,44.84,34.76,41.8,41.94,44.84,37.67,41.8,40.29,40.6,36.75
001228SZ,2026-03-13 15:00:00,32.5,up_secondary,次级回撤,35.18,20.01,31.31,25.8,34.37,23.1,32.21,25.78,23.73,26.18
001231SZ,2026-03-13 15:00:00,25.38,up_secondary,次级回撤,30.17,20.23,23.52,27.42,27.4,25.46,23.9,27.43,23.52,29.08
001239SZ,2026-03-13 15:00:00,16.03,down_secondary,次级回升,21.07,15.34,19.0,17.38,20.59,15.35,19.07,16.32,18.44,16.83
001226SZ,2026-03-13 15:00:00,45.62,up_secondary,次级回撤,54.76,36.38,42.0,41.49,49.11,38.25,45.48,40.99,37.9,42.58
001236SZ,2026-03-13 15:00:00,10.03,down_natural,自然回升,15.64,9.69,13.79,10.57,15.4,9.93,13.93,11.12,13.39,14.77
001238SZ,2026-03-13 15:00:00,49.67,down,下跌趋势,58.49,49.0,51.67,38.49,56.46,34.2,51.69,38.48,50.2,39.58
001258SZ,2026-03-13 15:00:00,9.38,up_rally,回升,10.38,6.62,9.24,7.26,9.83,6.73,7.1,7.2,6.84,7.57
001268SZ,2026-03-13 15:00:00,31.1,down_rally,回撤,39.39,29.11,32.41,33.0,34.92,30.51,32.5,31.01,31.61,38.0
001266SZ,2026-03-13 15:00:00,35.06,down_rally,回撤,39.37,31.28,35.43,38.05,38.3,34.92,35.44,35.76,35.43,35.0
001277SZ,2026-03-13 15:00:00,39.86,up_break,破碎,50.0,37.3,39.81,44.4,42.42,41.3,39.81,44.4,39.79,47.0
001256SZ,2026-03-13 15:00:00,22.64,down_break,破碎,24.0,20.01,22.2,22.7,23.83,21.07,22.22,22.69,21.6,23.31
001279SZ,2026-03-13 15:00:00,33.04,down,下跌趋势,47.76,32.38,38.26,36.32,42.9,33.8,38.36,34.09,37.23,40.9
001260SZ,2026-03-13 15:00:00,23.42,down_rally,回撤,26.3,20.98,23.42,24.53,25.18,22.75,23.52,24.53,22.74,26.98
001278SZ,2026-03-13 15:00:00,23.02,down,下跌趋势,27.07,22.4,23.27,17.55,25.38,16.27,23.28,17.46,22.76,18.07
001280SZ,2026-03-13 15:00:00,90.0,down_natural,自然回升,102.91,85.02,90.03,91.68,97.17,88.08,90.06,96.37,87.51,98.9
001270SZ,2026-03-13 15:00:00,111.91,down,下跌趋势,142.2,111.91,129.0,126.44,138.99,115.0,129.0,118.51,125.5,167.37
001283SZ,2026-03-13 15:00:00,63.8,down_natural,自然回升,90.0,60.01,75.38,65.75,82.12,64.26,76.31,74.4,75.38,55.12
001285SZ,2026-03-13 15:00:00,53.52,down_natural,自然回升,65.5,52.1,58.31,56.11,64.0,56.0,58.46,56.66,56.62,
001259SZ,2026-03-13 15:00:00,34.53,up_rally,回升,37.97,23.78,30.62,26.23,35.96,24.05,28.14,26.14,27.32,27.0
001267SZ,2026-03-13 15:00:00,43.2,up_natural,自然回撤,49.95,22.63,43.08,29.85,40.03,25.0,,29.8,24.1,30.55
001269SZ,2026-03-13 15:00:00,25.5,down_secondary,次级回升,26.1,22.83,23.9,26.6,25.42,23.48,23.9,26.2,23.21,25.59
001255SZ,2026-03-13 15:00:00,41.57,down_secondary,次级回升,58.97,37.97,49.69,42.49,55.8,37.99,49.7,41.97,49.69,40.88
001282SZ,2026-03-13 15:00:00,22.7,down,下跌趋势,26.24,22.4,24.06,22.89,25.69,20.42,24.07,22.78,23.42,23.56
001299SZ,2026-03-13 15:00:00,13.96,up_break,破碎,16.43,11.48,13.5,13.75,14.68,12.3,13.65,13.35,13.38,14.58
001286SZ,2026-03-13 15:00:00,11.15,up,上升趋势,11.48,8.55,9.27,9.59,10.39,8.88,,9.56,8.97,9.86
001289SZ,2026-03-13 15:00:00,18.43,down_natural,自然回升,18.75,14.96,16.58,18.84,18.37,16.21,16.59,17.3,16.12,17.8
001298SZ,2026-03-13 15:00:00,30.74,down_secondary,次级回升,37.98,28.51,35.03,35.4,37.81,28.94,35.05,31.25,34.2,35.88
001287SZ,2026-03-13 15:00:00,22.23,down_secondary,次级回升,24.5,20.84,22.42,27.58,24.5,21.66,22.46,23.49,21.77,29.72
